object			
volume	27898	Littré-Gilbert (21e éd.)	1908
orth	Coagulable		
term	Lymphe coagulable		
entry	Coagulant	0	
orth	Coagulant		
term	Lymphe coagulante		
entry	Coagulation	1	
orth	Coagulation		
term	Coagulation du sang		
pb	345	0355	
entry	Coagulé	0	
orth	Coagulé		
entry	Coagulum	0	
orth	Coagulum		
entry	Coalescence	0	
orth	Coalescence		
entry	Coalescent	0	
orth	Coalescent		
term	Tissu coalescent		
entry	Coalition	0	
orth	Coalition		
entry	Coaltar	0	
orth	Coaltar		
entry	Coamo	0	
orth	Coamo		
entry	Coaptation	0	
orth	Coaptation		
entry	Coaques	0	
orth	Coaques		
entry	Coarctation	0	
orth	Coarctation		
entry	Coarcté	0	
orth	Coarcté		
entry	Coarctotomie	0	
orth	Coarctotomie		
entry	Coatli	0	
orth	Coatli		
entry	Cobalt	0	
orth	Cobalt		
entry	Cobaye	1	
orth	Cobaye		
pb	346	0356	
entry	Coca	0	
orth	Coca		
entry	Cocaïne	0	
orth	Cocaïne		
term	Phénate de cocaïne		
entry	Cocaïnomanie	0	
orth	Cocaïnomanie		
entry	Cocatannique	0	
orth	Cocatannique		
term	Acide cocatannique		
clique	Acide cocatannique		
entry	Coccacées	0	
orth	Coccacées		
entry	Coccidie	0	
orth	Coccidie		
term	psorospermie oviforme		
clique	psorospermie oviforme		
term	Coccidium cuniculi		
clique	Coccidium cuniculi		
entry	Coccidioïde	0	
orth	Coccidioïde		
entry	Coccidiose	0	
orth	Coccidiose		
entry	Coccine	0	
orth	Coccine		
entry	Coccinelle	0	
orth	Coccinelle		
entry	Coccinique	0	
orth	Coccinique		
term	Acide coccinique		
clique	Acide coccinique		
entry	Coccobactérie	0	
orth	Coccobactérie		
foreign	Coccobacteria septica	lat	
entry	Cocculus	0	
orth	Cocculus		
clique	Colombo		
clique	Coque		
entry	Coccus	0	
orth	Coccus		
foreign	coccus	lat	
foreign	κόκκος	grc	
clique	Bactérie		
entry	Coccycéphale	0	
orth	Coccycéphale		
entry	Coccygien	1	
orth	Coccygien		
term	Artère coccygienne		
term	Glande		
pb	347	0357	
term	Ligament coccygien		
entry	Coccygio-anal	0	
orth	Coccygio-anal		
term	Muscle coccygio-anal		
entry	Coccygodynie	0	
orth	Coccygodynie		
entry	Coccy-pubien	0	
orth	Coccy-pubien		
entry	Coccyx	0	
orth	Coccyx		
entry	Coché	0	
orth	Coché		
term	Pilule cochée		
entry	Cochenille	0	
orth	Cochenille		
term	Cochenille du nopal		
term	Cochenille de Pologne		
term	Cochenille du chêne		
term	kermès		
entry	Cochenilline	0	
orth	Cochenilline		
entry	Cochinchine	0	
orth	Cochinchine		
term	Diarrhée de Coçhinchine		
clique	Diarrhée de Coçhinchine		
entry	Cochléaire, Cochléarien	0	
orth	Cochléaire		
orth	Cochléarien		
term	Ouverture cochléaire		
entry	Cochlearia	0	
orth	Cochlearia		
term	Cocldéaria officinal		
term	Cochléaria de Bretagne		
term	Alcoolat de cochléaria composé		
entry	Cochleat, Cochleatim	0	
orth	Cochleat		
orth	Cochleatim		
entry	Cochlée	0	
orth	Cochlée		
entry	Cochléen	0	
orth	Cochléen		
entry	Cochlosperme	0	
orth	Cochlosperme		
foreign	Cochlospermum (K.)	lat	
term	Genrete		
clique	Genrete | Kutera		
entry	Cochon	0	
orth	Cochon		
term	Cochon d’Inde ou de mer		
entry	Cocillana	0	
orth	Cocillana		
entry	Coco	1	
orth	Coco		
pb	348	0358	
term	Cancer en noix de coco		
entry	Coconuco	0	
orth	Coconuco		
entry	Cocotier	0	
orth	Cocotier		
entry	Coction	0	
orth	Coction		
term	Coction		
term	Urine décoction		
entry	Cocyte	0	
orth	Cocyte		
entry	Codagapale	0	
orth	Codagapale		
entry	Codamine	0	
orth	Codamine		
entry	Coddam-pulli	0	
orth	Coddam-pulli		
entry	Code	0	
orth	Code		
entry	Codéine	0	
orth	Codéine		
entry	Codex	1	
orth	Codex		
term	Première partie		
pb	349	0359	
term	Deuxième partie		
term	Troisième partie		
term	Quatrième partie		
term	alcool camphré, teinture de camphre faible		
entry	Cœcal	0	
orth	Cœcal		
entry	Cœcum	0	
orth	Cœcum		
entry	Coefficient	0	
orth	Coefficient		
term	Coefficient d’oxydation urinaire		
term	Coefficients urinaires		
term	Coefficient urotoxique		
term	Coefficient de Zerner		
entry	Cœliadelphe	0	
orth	Cœliadelphe		
entry	Cœliaque	0	
orth	Cœliaque		
term	Artère ou tronc cœliaque		
term	Plexus cœliaque		
entry	Cœliotomie	0	
orth	Cœliotomie		
entry	Cœloma	0	
orth	Cœloma		
entry	Cœlome	0	
orth	Cœlome		
clique	Pleuro-péritonéale		
entry	Cœlomyélie	0	
orth	Cœlomyélie		
entry	Cœlophlébite	1	
orth	Cœlophlébite		
pb	350	0360	
entry	Cœnadelphe	0	
orth	Cœnadelphe		
entry	Cœnesthésie	0	
orth	Cœnesthésie		
entry	Cœnologie	0	
orth	Cœnologie		
entry	Cœnure	0	
orth	Cœnure		
term	Scolex		
entry	Coercitif	0	
orth	Coercitif		
term	Force coercitive des muscles		
entry	Cœur	3	
orth	Cœur		
pb	351	0361	
term	Cœur		
pb	352	0362	
term	Caur		
pb	353	0363	
term	Cœur forcé		
term	Anévrysmes du cœur		
term	Bruits du cœur		
term	Dilatation du cœur		
term	Hypertrophie du cœur		
term	Locomotion du cœur		
term	Nerfs du cœur		
term	Os du cœur		
term	Pause du cœur		
term	Recul du cœur		
term	Rupture di cœur		
term	Torsion ou redressement du cœur		
entry	Cognac	0	
orth	Cognac		
term	Cognac		
clique	Cognac		
entry	Cognassier, Coignassier	0	
orth	Cognassier		
orth	Coignassier		
entry	Cohabitation	0	
orth	Cohabitation		
entry	Cohérence	0	
orth	Cohérence		
entry	Cohérent	0	
orth	Cohérent		
term	Variole cohérente		
entry	Coh	0	
orth	Coh		
term	Loi de Cohn		
clique	Loi de Cohn		
entry	Cohnheim	0	
orth	Cohnheim		
term	Champ de Cohnheim		
clique	Champ de Cohnheim | Colonne		
entry	Cohobation	0	
orth	Cohobation		
entry	Cohosh	0	
orth	Cohosh		
entry	Coiffe	0	
orth	Coiffe		
term	Coiffe des pédoncules cérébraux		
entry	Coignassier	0	
orth	Coignassier		
entry	Coin	0	
orth	Coin		
foreign	cuneus	lat	
foreign	Zwickel	deu	
term	Circonvolution du coin		
clique	Circonvolution du coin | Circonvolution		
entry	Coïncidence	0	
orth	Coïncidence		
term	Coïncidence morbide		
clique	Coïncidence morbide		
entry	Coïncident	1	
orth	Coïncident		
pb	354	0364	
entry	Coïndicant	0	
orth	Coïndicant		
term	Signes coïndicants		
entry	Coïndication	0	
orth	Coïndication		
entry	Coiner	0	
orth	Coiner		
entry	Coing	0	
orth	Coing		
entry	Coise, Coèze	0	
orth	Coise		
orth	Coèze		
entry	Coït	0	
orth	Coït		
entry	Coïtal	0	
orth	Coïtal		
entry	Coix	0	
orth	Coix		
entry	Col	0	
orth	Col		
term	Col de l’astragale		
term	Col des côtes		
term	Col ou collet des dents		
term	Col du fémur		
term	Col du grand os		
term	Col de l’humérus		
term	Col de l’omoplate		
term	Col de l’os maxillaire inférieur		
term	Col du péroné		
term	Col du radius		
term	Col de l’utérus ou de la matrice		
term	Col de la vessie		
term	Col du sac herniaire		
entry	Colat	0	
orth	Colat		
entry	Colatoire	0	
orth	Colatoire		
entry	Colature	0	
orth	Colature		
term	Filtration		
entry	Colchicéine	0	
orth	Colchicéine		
entry	Colchicine	0	
orth	Colchicine		
entry	Colchicique, Colchitique	0	
orth	Colchicique		
orth	Colchitique		
term	Mellite colchicique		
term	Oxymel colchicique		
term	Vinaigre colchicique		
entry	Colchique	1	
orth	Colchique		
term	Colchique d’automne		
pb	355	0365	
term	Teinture de colchique		
term	Vin de colchique		
entry	Colcotar, Colcothar	0	
orth	Colcotar		
orth	Colcothar		
entry	Cold	0	
orth	Cold		
entry	Cold-cream	0	
orth	Cold-cream		
entry	Cold plague	0	
orth	Cold plague		
entry	Coléocèle	0	
orth	Coléocèle		
entry	Coléoptose	0	
orth	Coléoptose		
entry	Coléorrhexie	0	
orth	Coléorrhexie		
entry	Coléostégnose	0	
orth	Coléostégnose		
entry	Colibacille	1	
orth	Colibacille		
term	Bacillus coli communis, Bac terium coli commune		
clique	Bacillus coli communis, Bac terium coli commune		
term	Colibacille		
clique	Colibacille		
clique	Cils		
pb	356	0366	
entry	Colibacillémie	0	
orth	Colibacillémie		
entry	Colibacillose	0	
orth	Colibacillose		
clique	Colibacille		
entry	Colimaçon	0	
orth	Colimaçon		
entry	Colique	0	
orth	Colique		
term	Artères coliques		
term	Epiploon colique		
term	Lobe colique du foie		
term	Passion colique		
entry	Colique	1	
orth	Colique		
term	Colique appendiculaire		
term	Coliqué bilieuse		
term	Colique convulsive		
term	Colique de cuivre		
term	Colique destomac		
term	Colique flatulente ou flatueuse		
term	Colique hémorroïdale		
term	Colique hépatique		
term	Colique hystérique		
term	Colique inflammatoire		
term	Colique intestinale		
term	Colique de Madrid		
term	Colique menstruelle		
term	Colique métallique		
term	Colique de miséréré		
term	Colique néphrétique		
term	Colique nerveuse		
term	Colique des peintres		
term	colique de plomb		
term	colique saturnine		
term	Colique de Poitou		
term	Colique sèche		
pb	357	0367	
term	Colique spasmodique ou nerveuse		
term	Colique stercorale		
term	Colique utérine		
term	Colique végétale ou de Normandie		
term	Colique venteuse		
term	Colique vermineuse		
entry	Colite	0	
orth	Colite		
entry	Collage	0	
orth	Collage		
term	Clarification		
clique	Clarification		
entry	Collagène	0	
orth	Collagène		
entry	Collapsus	0	
orth	Collapsus		
term	Collapsus cardiaque		
term	Collapsus musculaire		
term	Collapsus pulmonaire		
entry	Collatéral	0	
orth	Collatéral		
term	Artères collatérales du bras		
term	Artères collatérales des doigts		
term	Artères collatérales des orteils		
term	Branches collatérales		
term	Nerfs collatéraux des doigts		
term	Nerfs collatéraux des orteils		
entry	Colle	0	
orth	Colle		
term	Colle de poisson		
entry	Collecteur	0	
orth	Collecteur		
entry	Collection	0	
orth	Collection		
term	Collection purulente		
term	Collection sanguine		
term	Collection séreuse		
entry	Collège	0	
orth	Collège		
term	Hygiène des collèges		
clique	Hygiène des collèges | École		
entry	Collerette	0	
orth	Collerette		
term	Collerette de Biett		
entry	Colles	1	
orth	Colles		
term	Ligament de Colles		
clique	Ligament de Colles		
pb	358	0368	
term	Loi de Colles		
clique	Loi de Colles		
entry	Collet	0	
orth	Collet		
term	Collet des dents		
term	Collet du sac herniaire		
entry	Colleté	0	
orth	Colleté		
entry	Collétiine	0	
orth	Collétiine		
entry	Collétique	0	
orth	Collétique		
entry	Collidine	0	
orth	Collidine		
entry	Collier	0	
orth	Collier		
term	Collier de Vénus		
term	Collier de Morand		
term	Collier orthopédique		
entry	Collimateur	0	
orth	Collimateur		
entry	Collioure	0	
orth	Collioure		
entry	Colliquatif	0	
orth	Colliquatif		
term	Fièvre colliquative		
entry	Colliquation	0	
orth	Colliquation		
entry	Collisalla	0	
orth	Collisalla		
entry	Collision	0	
orth	Collision		
term	Bruit de collision		
entry	Collodion	0	
orth	Collodion		
term	Collodion cantharidé		
term	Collodion caustique ou mercuriel		
term	Collodion élastique médicinal		
term	Collodion iodoformé		
term	Collodion morphiné		
term	Collodion styptique		
entry	Colloïd milium	0	
orth	Colloïd milium		
clique	Colloïdome		
entry	Colloïde	1	
orth	Colloïde		
term	Cancer colloïde, gélatiniforme ou aréolaire		
term	Substance colloïde		
pb	359	0369	
entry	Colloïde	0	
orth	Colloïde		
clique	Dialyse		
clique	Substances organiques | Substances		
entry	Colloïdine	0	
orth	Colloïdine		
entry	Colloïdome	0	
orth	Colloïdome		
term	Colloïdome miliaire		
clique	Colloïdome miliaire		
entry	Collonème	0	
orth	Collonème		
entry	Collutoire	0	
orth	Collutoire		
term	Gargarisme		
term	Collutoire astringent		
term	Collutoire boraté		
term	Collutoire chlorhydrique		
term	Collutoire au chlorate de potasse		
term	Collutoire opiacé		
entry	Collyre	1	
orth	Collyre		
term	Collyre alumineux		
term	Collyre antimydriatique		
term	Collyres à l’azotate dargent		
term	Collyre de Boerhaave		
term	Collyre de Brun		
term	Collyre calmant		
term	Collyre d’Helvetius		
term	Collyre ioduré		
term	Collyre de Lanfranc		
term	Collyre opiacé		
term	Collyre sec au calomel		
term	Collyre sec ammoniacal		
term	Collyres secs gradués		
term	Collyre de Stjemcrona, de la pharmacopée suédoise		
pb	360	0370	
term	Collyre au sulfate d’atropine		
term	Collyre au sulfate de cadmium		
term	Collyre au sulfate de cuivre		
term	Collyre au sulfate de zinc		
entry	Colobome	0	
orth	Colobome		
entry	Qolocase	0	
orth	Qolocase		
foreign	Colocasia	lat	
entry	Colo-colostomie	0	
orth	Colo-colostomie		
clique	Entkro-anastomose		
entry	Colocynthine	0	
orth	Colocynthine		
entry	Colombajo	0	
orth	Colombajo		
entry	Colombe, Colombigalline	0	
orth	Colombe		
orth	Colombigalline		
entry	Colombine	0	
orth	Colombine		
entry	Colombique	0	
orth	Colombique		
term	Acide colombique		
entry	Colombo, Columbo	0	
orth	Colombo		
orth	Columbo		
term	Faux colombo		
entry	Colon	0	
orth	Colon		
entry	Colonalgie	0	
orth	Colonalgie		
entry	Colonie, Colonisation	0	
orth	Colonie		
orth	Colonisation		
entry	Colonne	1	
orth	Colonne		
pb	361	0371	
term	Colonne de Berlin		
term	Colonnes charnues du cœur		
term	Colonne de Clarke		
term	colonne vésiculaire de Clarke		
term	colonne ou noyau de Stilling		
term	Colonnes ou colonnettes de Leydig		
term	cylindres de Leydig		
term	Colonnes du rectum ou de Morgagni		
term	Colonnes du vagin		
term	Colonne vertébrale		
entry	Colopexie	0	
orth	Colopexie		
entry	Colophane, Colophone	0	
orth	Colophane		
orth	Colophone		
entry	Coloquinte	0	
orth	Coloquinte		
entry	Colorant	0	
orth	Colorant		
term	Matières colorantes te		
term	Matières colorantes		
term	colorants		
term	Colorants indifférents		
term	Colorants nucléaires		
term	Colorants protoplasmiques		
entry	Coloration	1	
orth	Coloration		
pb	362	0372	
term	Coloration des bactéries		
term	Coloration des cils		
term	Coloration de l’urine		
entry	Colo-rectostomie	0	
orth	Colo-rectostomie		
clique	Entéro-anastomose		
entry	Colorimètre	0	
orth	Colorimètre		
entry	Colostomie	0	
orth	Colostomie		
entry	Colostration	0	
orth	Colostration		
entry	Colostrum	0	
orth	Colostrum		
term	Globules du colostrum		
entry	Colotomie	0	
orth	Colotomie		
entry	Colotyphus, Colotyphoïde	0	
orth	Colotyphus		
orth	Colotyphoïde		
entry	Colpeurynter	0	
orth	Colpeurynter		
entry	Colpite	0	
orth	Colpite		
entry	Colpocèle	0	
orth	Colpocèle		
entry	Colpocléisis, Kolpokleisis	0	
orth	Colpocléisis		
orth	Kolpokleisis		
entry	Colpocœliotomie	0	
orth	Colpocœliotomie		
entry	Colpocystotomie	0	
orth	Colpocystotomie		
clique	Cystotomie		
entry	Colpodes	0	
orth	Colpodes		
entry	Colpodesmorraphie	0	
orth	Colpodesmorraphie		
term	colpostr icture		
clique	colpostr icture		
entry	Colpo-hystérectomie	0	
orth	Colpo-hystérectomie		
clique	Hystérectomie		
entry	Colpo-périnéoplastie	0	
orth	Colpo-périnéoplastie		
entry	Colpo-périnéorraphie	0	
orth	Colpo-périnéorraphie		
clique	Colporraphie		
entry	Colpopexie	0	
orth	Colpopexie		
entry	Colpo-proctectomie	0	
orth	Colpo-proctectomie		
term	diacolpo-proctectomie		
clique	diacolpo-proctectomie		
entry	Colpoptose	0	
orth	Colpoptose		
entry	Colporraphie	0	
orth	Colporraphie		
entry	Colposténose	0	
orth	Colposténose		
entry	Colpostricture	0	
orth	Colpostricture		
entry	Colpotomie	0	
orth	Colpotomie		
entry	Columbo	0	
orth	Columbo		
entry	Columelle	0	
orth	Columelle		
entry	Columellé	0	
orth	Columellé		
entry	Columnisation	1	
orth	Columnisation		
foreign	columning	deu	
pb	363	0373	
entry	Colza	0	
orth	Colza		
entry	Coma	0	
orth	Coma		
term	Coma diabétique		
entry	Comateux	0	
orth	Comateux		
term	Fièvre comateuse		
entry	Comballaz	0	
orth	Comballaz		
term	Station d’altitude		
clique	Station d’altitude		
entry	Combativité	0	
orth	Combativité		
entry	Combinaison	0	
orth	Combinaison		
entry	Combiné	0	
orth	Combiné		
term	Calorique combiné		
entry	Combrétacées	0	
orth	Combrétacées		
entry	Comburant	0	
orth	Comburant		
term	Principe comburant		
entry	Combustibilité	0	
orth	Combustibilité		
entry	Combustible	0	
orth	Combustible		
term	Aliment combustible		
entry	Combustion	1	
orth	Combustion		
term	Appareil à combustion		
term	tube à combustion		
pb	364	0374	
term	Combustions organiques		
term	Combustion respiratoire		
term	Combustion humaine spontanée		
entry	Comédon	0	
orth	Comédon		
entry	Comestible	0	
orth	Comestible		
entry	Cométocore	0	
orth	Cométocore		
entry	Comité	1	
orth	Comité		
term	Comité consultatif d’hygiène publique		
clique	Comité consultatif d’hygiène publique		
pb	365	0375	
entry	Comité	0	
orth	Comité		
term	Fièvre comitée		
clique	Fièvre comitée		
entry	Comitial	0	
orth	Comitial		
term	Maladie comitiale		
entry	Commémoratif	0	
orth	Commémoratif		
term	Circonstance commémorative		
term	Signe commémoratif		
term	commémoratif		
entry	Comminutif	0	
orth	Comminutif		
term	Fracture comminutive		
entry	Comminution	0	
orth	Comminution		
entry	Commission	0	
orth	Commission		
term	Commission d’hygiène publique		
clique	Commission d’hygiène publique		
term	Commission des logements insalubres		
clique	Commission des logements insalubres		
entry	Commissural	0	
orth	Commissural		
term	Fibres commissurales		
entry	Commissure	0	
orth	Commissure		
term	Commissures du cerveau et du cervelet		
term	Commissures de la moelle		
entry	Commotion	1	
orth	Commotion		
term	Commotion électrique		
term	Commotion du cerveau		
pb	366	0376	
term	Commotion de la moelle		
term	Commotion viscérale		
entry	Communicant	0	
orth	Communicant		
term	Artères communicantes		
entry	Communication	0	
orth	Communication		
term	Communication écrite, mimique ou orale		
entry	Commutateur	0	
orth	Commutateur		
entry	Comocladia	0	
orth	Comocladia		
clique	Guao		
entry	Comophore	0	
orth	Comophore		
entry	Compacité	0	
orth	Compacité		
entry	Compact	0	
orth	Compact		
foreign	compactus	lat	
foreign	πυκνός	grc	
foreign	dicht	deu	
foreign	compact	eng	
foreign	compatto	ita	
foreign	compacto	spa	
term	Substance ou tissu compact des os		
clique	Substance ou tissu compact des os | Osseux		
entry	Compans	0	
orth	Compans		
entry	Comparaison	0	
orth	Comparaison		
entry	Comparatif	0	
orth	Comparatif		
term	Anatomie comparative		
term	anatomie comparée		
term	Méthode comparative		
term	Physiologie comparative (ou comparée)		
entry	Comparé	0	
orth	Comparé		
term	Anatomie comparée		
term	Médecine et pathologie comparées		
term	Physiologie comparée		
entry	Compas	0	
orth	Compas		
term	Compas haphémétrique		
term	Compas pelvimètre		
term	Compas dé Weber		
entry	Compensation	0	
orth	Compensation		
entry	Compénsatrice	0	
orth	Compénsatrice		
term	Hypertrophie compensatrice, lésion compensatrice		
clique	Hypertrophie compensatrice, lésion compensatrice | Compensation		
entry	Complet	0	
orth	Complet		
term	Accès complet		
clique	Accès complet		
entry	Complexe	0	
orth	Complexe		
entry	Complexion	1	
orth	Complexion		
pb	367	0377	
entry	Complexité	0	
orth	Complexité		
entry	Complexus	0	
orth	Complexus		
term	Grand complexus		
term	Petit complexus		
term	Complexus morbide		
entry	Complication	0	
orth	Complication		
term	Complication de maladies, de symptômes		
entry	Compliqué	0	
orth	Compliqué		
term	Maladie compliquée		
entry	Compositif	0	
orth	Compositif		
entry	Compresse	0	
orth	Compresse		
term	Compresse découpée		
term	Compresse fendue		
term	Compresse fenétrée		
term	Compresse graduée		
term	Compresse graduée régulière		
term	Compresse graduée prismatique ou pyramidale		
term	Compresse longue		
term	Compresse longuette		
term	Compresses stérilisées		
entry	Compresseur	1	
orth	Compresseur		
term	Compresseurs à pression non alternante		
term	Compresseurs h pression alternante		
pb	368	0378	
term	Compresseur de Moore		
term	Compresseur de Nuck		
entry	Compressif	0	
orth	Compressif		
term	Bandage compressif		
entry	Compressimètre	0	
orth	Compressimètre		
entry	Compression	1	
orth	Compression		
term	Compression cérébrale		
term	Compression médullaire		
term	Compression alternative ou double		
pb	369	0379	
term	Compression, carotidienne		
term	Compression continue		
term	Compression digitale		
term	Compression directe		
term	Compression en deux temps		
term	Compression immédiate		
term	Compression indirecte		
term	Compression intermittente		
term	Compression mécanique		
term	Compression médiate		
term	Compression partielle ou incomplète		
term	Compression totale ou complète		
entry	Comprimé	0	
