object			
volume	27898	Littré-Gilbert (21e éd.)	1908
ref	Oxyde		
term	Rouge de sang		
ref	Hématine		
term	Rouges colorants		
term	Rouge d’aniline		
ref	Fuchsine		
term	Rouge de carmin		
term	Rouge de carlhame		
ref	Carthamine		
term	Rouge cinchonique insoluble		
term	Rouge cinchonique soluble		
term	Rouge de cochenille		
ref	Carmine		
term	Rouge à la coralline		
term	Rouge de garance		
term	Rouge à la murexide		
ref	Murexide		
term	Rouge végétal		
ref	Fard		
ref	Carthamine		
ref	Orcanette		
entry	Rougeole	1	
orth	Rougeole		
pb	1456	1466	
ref	Kopuk		
entry	Rouget	0	
orth	Rouget		
ref	Mulle		
entry	Rougeur	0	
orth	Rougeur		
entry	Rougnon	0	
orth	Rougnon		
term	Maladie de Rougnon-Heberden		
entry	Rouille	0	
orth	Rouille		
entry	Rouillé	0	
orth	Rouillé		
entry	Rouissage	0	
orth	Rouissage		
entry	Roulé	0	
orth	Roulé		
ref	Bandage		
entry	Roulement	0	
orth	Roulement		
term	Roulement diastolique		
entry	Roulis	0	
orth	Roulis		
term	Mouvement de roulis		
entry	Rousselot	0	
orth	Rousselot		
term	Poudre de Rousselot		
ref	Poudre		
entry	Rousseur	0	
orth	Rousseur		
term	Tache de rousseur		
ref	Éphélide		
entry	Rouzat	0	
orth	Rouzat		
entry	Royat	0	
orth	Royat		
entry	Royoc	0	
orth	Royoc		
entry	Ruban	0	
orth	Ruban		
ref	Glotte		
term	Ruban de Reil		
entry	Rubané	0	
orth	Rubané		
entry	Rubéfaction	0	
orth	Rubéfaction		
entry	Rubéfiant	1	
orth	Rubéfiant		
term	Cataplasme rubéfiani		
pb	1457	1467	
entry	Rubéfiants	0	
orth	Rubéfiants		
entry	Rubéole	0	
orth	Rubéole		
entry	Rubéoleux, Rubéolique	0	
orth	Rubéoleux		
orth	Rubéolique		
entry	Bubérythrique	0	
orth	Bubérythrique		
term	Acide rubérythrique		
entry	Rubia	0	
orth	Rubia		
ref	Garance		
entry	Rubiacées	0	
orth	Rubiacées		
ref	Café		
ref	Garance		
ref	Quinquina		
entry	Rubian	0	
orth	Rubian		
entry	Rubichlorique	0	
orth	Rubichlorique		
term	Acide rubichlorique		
entry	Rubidine	0	
orth	Rubidine		
entry	Rubidium	0	
orth	Rubidium		
entry	Rubigine	0	
orth	Rubigine		
ref	Pigment		
entry	Rubinat	0	
orth	Rubinat		
entry	Rubine	0	
orth	Rubine		
term	Rubine d’antimoine		
term	Rubine d arsenic		
term	Rubine de soufre		
entry	Rubinique	0	
orth	Rubinique		
entry	Rubitannique	0	
orth	Rubitannique		
term	Acide rubilannique		
entry	Rude	0	
orth	Rude		
entry	Rudimentaire	0	
orth	Rudimentaire		
entry	Rue	0	
orth	Rue		
term	Rue des murailles		
ref	Asplénium		
term	Rue sauvage		
ref	Harmel		
entry	Rufine	0	
orth	Rufine		
entry	Rufinosulfurique	0	
orth	Rufinosulfurique		
term	Acide rufinosulfurique		
entry	Rufocatechique	0	
orth	Rufocatechique		
ref	Rubinique		
entry	Rufus	0	
orth	Rufus		
term	Pilules de Rufus		
ref	Pilule		
entry	Rugination	0	
orth	Rugination		
entry	Rugine	1	
orth	Rugine		
pb	1458	1468	
entry	Rugosité	0	
orth	Rugosité		
entry	Ruland	0	
orth	Ruland		
term	Eau de Ruland		
ref	Eau		
entry	Rumen	0	
orth	Rumen		
entry	Rumex	0	
orth	Rumex		
entry	Rumicine	0	
orth	Rumicine		
entry	Rumination	0	
orth	Rumination		
ref	Mérycisme		
entry	Rummo	0	
orth	Rummo		
term	Maladie de Rummo		
entry	Rupéal	0	
orth	Rupéal		
entry	Rupestre	0	
orth	Rupestre		
entry	Rupia	0	
orth	Rupia		
entry	Rupophobie	0	
orth	Rupophobie		
entry	Ruppertshain	0	
orth	Ruppertshain		
term	Sanatorium		
entry	Rupteur, Ruptoire	0	
orth	Rupteur		
orth	Ruptoire		
entry	Rupture	0	
orth	Rupture		
term	Rupture du cœur		
ref	Cardiarrhexie		
term	Rupture musculaire		
term	Rupture du périnée		
ref	Déchirure		
term	Rupture de l’utérus		
entry	Rural	0	
orth	Rural		
entry	Rusma	0	
orth	Rusma		
entry	Russule	0	
orth	Russule		
entry	Rut	1	
orth	Rut		
pb	1459	1469	
entry	Ruthénique	0	
orth	Ruthénique		
term	Acide ruthénique ouperrulhénique		
entry	Ruthénium	0	
orth	Ruthénium		
entry	Rutilance	0	
orth	Rutilance		
entry	Rutilant	0	
orth	Rutilant		
entry	Rutile	0	
orth	Rutile		
ref	Titanique		
entry	Rutiline	0	
orth	Rutiline		
term	Soin		
entry	Rutine	0	
orth	Rutine		
entry	Rutinique	0	
orth	Rutinique		
ref	Rutine		
entry	Rutique	0	
orth	Rutique		
entry	Ruysch	0	
orth	Ruysch		
term	Membrane de Ruysch		
ref	Choroïde		
term	Muscle de Ruysch		
ref	Utérin		
entry	Ruyschienne	0	
orth	Ruyschienne		
ref	Choroïde		
entry	Rythme	0	
orth	Rythme		
foreign	rhythmus	lat	
foreign	Rhythmus	deu	
foreign	Ebenmass	deu	
foreign	rhythm	eng	
foreign	ritmo	ita	
foreign	ritmo	spa	
term	Rythme des battements du cœur		
term	Rythme couplé		
term	Rythme de déclenchement		
term	Rythme fœtal		
ref	Embryocardie		
term	Rythme pendulaire		
ref	Pendulâire		
entry	Rythmicité	0	
orth	Rythmicité		
entry	Rythmique	0	
orth	Rythmique		
foreign	rhythmisch	deu	
foreign	rhythmical	eng	
foreign	rhythmic	eng	
foreign	ritmwo	ita	
foreign	ritmwo	spa	
entry	Rytidome	0	
orth	Rytidome		
pb	1460	1470	
entry	S. A.	0	
orth	S. A.		
ref	Abréviation		
entry	S du côlon	0	
orth	S du côlon		
ref	Côlon		
entry	Saas-Fée, Saas-Grund	0	
orth	Saas-Fée		
orth	Saas-Grund		
term	Stations d’altitude		
entry	Sabadilline	0	
orth	Sabadilline		
entry	Sabadillique	0	
orth	Sabadillique		
ref	Cévadiqde		
entry	Sabatrine	0	
orth	Sabatrine		
entry	Sabine	0	
orth	Sabine		
entry	Sable	0	
orth	Sable		
ref	Gravelle		
term	Bain de sable		
ref	Arénation		
entry	Saburral	0	
orth	Saburral		
term	État saburral		
term	Langue saburrale		
entry	Saburre	0	
orth	Saburre		
term	Saburres gastriques		
entry	Sac	0	
orth	Sac		
term	Sac d’ambulance		
ref	Sacoche		
ref	Pupillaire		
term	Sac pulmonaire		
term	Sac veineux		
ref	Hernie		
entry	Saccadé	0	
orth	Saccadé		
ref	Respiration		
entry	Saccharate	0	
orth	Saccharate		
term	Saccharate d’éthyle		
ref	Saccharique		
entry	Saccharaté	0	
orth	Saccharaté		
term	Mercure saccharaté		
ref	Mercure		
entry	Saccharhydrolé	0	
orth	Saccharhydrolé		
entry	Saccharide	0	
orth	Saccharide		
entry	Saccharification	0	
orth	Saccharification		
entry	Saccharigéne	0	
orth	Saccharigéne		
entry	Saccharimétrie	0	
orth	Saccharimétrie		
term	Saccharimétrie chimique		
ref	Sucre		
term	Saccharimètre physique		
ref	Polarimétrie		
entry	Saccharimétrique	0	
orth	Saccharimétrique		
term	Liqueurs ou réactifs saccharimétriques		
ref	Sccre		
entry	Saccharin	0	
orth	Saccharin		
term	Acide Saccharin		
ref	Oxalique		
entry	Saccharine	0	
orth	Saccharine		
entry	Saccharinite	0	
orth	Saccharinite		
entry	Saccharique	1	
orth	Saccharique		
term	Acide saccharique		
pb	1461	1471	
term	artificiel		
term	Ether saccharique		
entry	Saccharoïde	0	
orth	Saccharoïde		
entry	Saccharoïte	0	
orth	Saccharoïte		
entry	Saccharokali	0	
orth	Saccharokali		
entry	Saccharolé	0	
orth	Saccharolé		
entry	Saccharolie	0	
orth	Saccharolie		
entry	Saccharolique	0	
orth	Saccharolique		
entry	Saccharomyces	0	
orth	Saccharomyces		
ref	Levure		
ref	Muguet		
entry	Saccharomycose	0	
orth	Saccharomycose		
entry	Saccharose	0	
orth	Saccharose		
ref	Sucre		
entry	Saccharoside	0	
orth	Saccharoside		
entry	Saccharure	0	
orth	Saccharure		
entry	Sacciforme	0	
orth	Sacciforme		
entry	Saccogummite	0	
orth	Saccogummite		
entry	Saccolactique	0	
orth	Saccolactique		
term	Acide saccolactique		
entry	Sacculaire	0	
orth	Sacculaire		
term	Nerf saeculaire		
entry	Saccule	0	
orth	Saccule		
ref	Oreille		
entry	Sacedon	0	
orth	Sacedon		
entry	Sachet	0	
orth	Sachet		
term	Sachet de Morand		
ref	Collier		
entry	Sacoche	0	
orth	Sacoche		
term	Sacoche ou sac d’ambulance		
entry	Sacré	0	
orth	Sacré		
term	Artère sacrée antérieure ou moyenne		
term	Artère sacrée latérale		
term	Nerfs sacrés		
term	Plexus sacré		
ref	Sciatique		
term	Région sacrée		
term	Trous sacrés		
term	Veines sacrées		
ref	Épilepsie		
entry	Sacro-coccygien	0	
orth	Sacro-coccygien		
term	Articulation sacro-coccygienne		
entry	Sacro-coxalgie	0	
orth	Sacro-coxalgie		
entry	Sacro-épineux	0	
orth	Sacro-épineux		
term	Ligaments sacro-épineux		
entry	Sacro-fémoral	0	
orth	Sacro-fémoral		
ref	Fessier		
entry	Sacro-iliaque	1	
orth	Sacro-iliaque		
term	Articulation ou symphyse sacro-iliaque		
pb	1462	1472	
entry	Sacro-ili-trochantérien	0	
orth	Sacro-ili-trochantérien		
ref	Pyramidal		
entry	Sacro-lombaire	0	
orth	Sacro-lombaire		
entry	Sacro-sciatique	0	
orth	Sacro-sciatique		
term	Ligaments sacro-sciatiques		
entry	Sacro-spinal	0	
orth	Sacro-spinal		
term	Muscle sacro-spinal		
entry	Sacro-trochantérien	0	
orth	Sacro-trochantérien		
ref	Pyramidal		
entry	Sacro-vertébral	0	
orth	Sacro-vertébral		
term	Articulation sacro-vertébrale		
term	Ligament sacro-vertébral		
entry	Sacrum	0	
orth	Sacrum		
ref	Sacré		
entry	Sadisme	0	
orth	Sadisme		
entry	Sæmisch	0	
orth	Sæmisch		
term	Elcère de Sæmiscff		
entry	Safran	1	
orth	Safran		
term	Sirop de safran		
pb	1463	1473	
term	Teinture ou alcoolé de safran		
term	Safran des Indes		
ref	Curcuma		
ref	Colchique		
term	Safran de Mars apéritif		
term	safran de Mars astringent		
ref	Oxvde		
term	Safran de Mars de Zwei fer		
term	Safran des métaux		
ref	Oxysulfure		
entry	Safranine	0	
orth	Safranine		
entry	Sagacité	0	
orth	Sagacité		
term	Sagacité comparative		
ref	Comparaison		
entry	Sagapénum	0	
orth	Sagapénum		
entry	Sage-femme	0	
orth	Sage-femme		
entry	Sagesse	0	
orth	Sagesse		
term	Sagesse des chirurgiens		
ref	Sisymbre		
entry	Sagittaire	0	
orth	Sagittaire		
entry	Sagittal	0	
orth	Sagittal		
term	Gouttière saggitale		
term	Suture sagittale		
entry	Sagittule	0	
orth	Sagittule		
entry	Sagou	0	
orth	Sagou		
entry	Sahli	1	
orth	Sahli		
term	Epreuve de Sahli		
pb	1464	1474	
entry	Saidschutz	0	
orth	Saidschutz		
entry	Saignée	0	
orth	Saignée		
ref	Palette		
ref	Dérivation		
ref	Révolsion		
term	Saignée blanche		
ref	Coode		
entry	Saignement	1	
orth	Saignement		
pb	1465	1475	
entry	Sail-les-Bains	0	
orth	Sail-les-Bains		
entry	Sail-sous-Couzan	0	
orth	Sail-sous-Couzan		
entry	Sain, Aine	0	
orth	Sain		
orth	Aine		
entry	Sainbois	0	
orth	Sainbois		
ref	Garou		
entry	Saindoux	0	
orth	Saindoux		
ref	Axonge		
entry	Saint-Alban	0	
orth	Saint-Alban		
entry	Saint-Amand	0	
orth	Saint-Amand		
entry	Saint-Beatenberg	0	
orth	Saint-Beatenberg		
term	Station d’altitude		
entry	Saint-Bernardin	0	
orth	Saint-Bernardin		
entry	Saint-Blasien	0	
orth	Saint-Blasien		
term	Sanatorium		
entry	Saint-Bonnet	0	
orth	Saint-Bonnet		
entry	Saint-Cergues	0	
orth	Saint-Cergues		
term	Station d’altitude		
entry	Saint-Christau	0	
orth	Saint-Christau		
entry	Saint-Christophe	0	
orth	Saint-Christophe		
entry	Sainte-Marie	0	
orth	Sainte-Marie		
entry	Sainte-Marie	0	
orth	Sainte-Marie		
entry	Saint-Félix-de-Paillières	0	
orth	Saint-Félix-de-Paillières		
entry	Saint-Floret	0	
orth	Saint-Floret		
entry	Saint-Galmier	0	
orth	Saint-Galmier		
entry	Saint-Gervais	0	
orth	Saint-Gervais		
entry	Saint-Honoré	0	
orth	Saint-Honoré		
ref	Honoré		
entry	Saint-Loubouer	0	
orth	Saint-Loubouer		
entry	Saint-Luc	0	
orth	Saint-Luc		
entry	Saint-Martin-Lantosque	0	
orth	Saint-Martin-Lantosque		
term	Station d’été		
entry	Saint-Maurice, Vic-le-Comte	0	
orth	Saint-Maurice		
orth	Vic-le-Comte		
entry	Saint-Moritz	0	
orth	Saint-Moritz		
entry	Saint-Myon	0	
orth	Saint-Myon		
entry	Saint-Nectaire	0	
orth	Saint-Nectaire		
ref	Nectaire		
entry	Saint-Pardoux	0	
orth	Saint-Pardoux		
entry	Saint-Raphael	0	
orth	Saint-Raphael		
term	Station d’hiver		
entry	Saint-Salverine	0	
orth	Saint-Salverine		
ref	Glairine		
entry	Saint-Sauveur	0	
orth	Saint-Sauveur		
entry	Saint-Thomas	0	
orth	Saint-Thomas		
entry	Saison	0	
orth	Saison		
entry	Sal	1	
orth	Sal		
pb	1466	1476	
entry	Salaam	0	
orth	Salaam		
term	Tic de salaam		
entry	Salacétol	0	
orth	Salacétol		
term	salicylacétol		
entry	Salacité	0	
orth	Salacité		
entry	Salaison	0	
orth	Salaison		
entry	Salamandre	0	
orth	Salamandre		
entry	Salamandrine	0	
orth	Salamandrine		
entry	Salangane	0	
orth	Salangane		
ref	Alcyon		
entry	Salant	0	
orth	Salant		
term	Marais salant		
entry	Salas	0	
orth	Salas		
entry	Salé	0	
orth	Salé		
term	Pré salé		
term	Viande salée		
ref	Salaison		
entry	Salep	0	
orth	Salep		
entry	Salernitain, Aine	0	
orth	Salernitain		
orth	Aine		
entry	Salicaire	0	
orth	Salicaire		
entry	Salicine	0	
orth	Salicine		
ref	Saule		
entry	Salicor	0	
orth	Salicor		
entry	Salicorne	0	
orth	Salicorne		
term	Salicorne herbacée		
entry	Salicylacétol	1	
orth	Salicylacétol		
ref	Salacétol		
pb	1467	1477	
entry	Salicylate	0	
orth	Salicylate		
term	Salicylate damyle		
term	Salicylate d’atropine		
term	Salicylate de bismuth		
term	Salicylate d’éthyle		
ref	Salicylique		
term	Salicylate de lithine		
term	Salicylate de méthyle		
term	Salicylate de β-naphtyle		
ref	Bétol		
term	Salicylate de phényle		
ref	Salol		
term	Salicylate de quinine		
term	Salicylate de soude		
term	Salicylate de zinc		
entry	Salicyle	0	
orth	Salicyle		
entry	Salicyleux	0	
orth	Salicyleux		
term	Acide salicyleux		
ref	Émclsine		
entry	Salicylique	0	
orth	Salicylique		
term	Éther salicylique		
term	Série salicylique		
entry	Salicylite	0	
orth	Salicylite		
entry	Salicylol	0	
orth	Salicylol		
ref	Salicyleux		
entry	Salicylure	0	
orth	Salicylure		
entry	Salicylurique	0	
orth	Salicylurique		
term	Acide salicylurique		
entry	Salies-de-Béarn	1	
orth	Salies-de-Béarn		
pb	1468	1478	
entry	Salifére	0	
orth	Salifére		
foreign	salzhaltig	deu	
foreign	saliferous	eng	
foreign	salifero	spa	
entry	Salifiable	0	
orth	Salifiable		
entry	Salification	0	
orth	Salification		
entry	Saliformine	0	
orth	Saliformine		
entry	Saligénine	0	
orth	Saligénine		
entry	Saligot	0	
orth	Saligot		
ref	Macre		
entry	Salin	0	
orth	Salin		
term	Eau saline		
ref	Eau		
entry	Salinaphtol	0	
orth	Salinaphtol		
ref	Bétol		
entry	Saline	0	
orth	Saline		
ref	Salant		
entry	Salins	0	
orth	Salins		
entry	Salins-Moutiers	0	
orth	Salins-Moutiers		
entry	Salipyrine	0	
orth	Salipyrine		
entry	Salirétine	0	
orth	Salirétine		
entry	Salitannol	0	
orth	Salitannol		
entry	Salitre	0	
orth	Salitre		
entry	Salivaire	1	
orth	Salivaire		
term	Albumine salivaire		
ref	Ptyaline		
term	Calculs salivaires		
term	Fistules salivaires		
pb	1469	1479	
term	Glandes salivaires		
ref	Salive		
ref	Parotide		
ref	Sous-maxillaire		
ref	Sublingual		
term	Tumeur salivaire		
ref	Grenouillette		
term	Racine salivaire		
entry	Salivant	0	
orth	Salivant		
entry	Salivation	0	
orth	Salivation		
ref	Stomatite		
entry	Salive	1	
orth	Salive		
pb	1470	1480	
ref	Salivaire		
entry	Salkowski	0	
orth	Salkowski		
term	Procédé de Salkowski		
entry	Salle	0	
orth	Salle		
term	Salle d’autopsie		
ref	Hôpital		
term	Salle de dissection		
ref	Amphithéâtre		
term	Salle		
entry	Salocolle	0	
orth	Salocolle		
entry	Salol	1	
orth	Salol		
pb	1471	1481	
entry	Salophène	0	
orth	Salophène		
entry	Salpêtre	0	
orth	Salpêtre		
term	Eau mère du salpêtre		
ref	Azotate		
entry	Salpêtré	0	
orth	Salpêtré		
term	Magnésie salpêtrée		
ref	Azotate		
entry	Salpingite	0	
orth	Salpingite		
ref	Otite		
entry	Salpingectomie	0	
orth	Salpingectomie		
entry	Salpingo-malléen	0	
orth	Salpingo-malléen		
entry	Salpingo-ovariopexie	0	
orth	Salpingo-ovariopexie		
entry	Salpingo-ovariosyndése	0	
orth	Salpingo-ovariosyndése		
entry	Salpingo-ovariotripsie	0	
orth	Salpingo-ovariotripsie		
entry	Salpingo-ovarite	0	
orth	Salpingo-ovarite		
entry	Salpingo-pharyngien	0	
orth	Salpingo-pharyngien		
term	Muscle salpingo-pharyngien		
entry	Salpingorraphie	0	
orth	Salpingorraphie		
entry	Salpingoscopie	0	
orth	Salpingoscopie		
entry	Salpingostomie	0	
orth	Salpingostomie		
entry	Salpingo-staphylin	0	
orth	Salpingo-staphylin		
ref	Péristaphylin		
entry	Salpingotomie	0	
orth	Salpingotomie		
entry	Salsedine	0	
orth	Salsedine		
entry	Salsepareille	1	
orth	Salsepareille		
pb	1472	1482	
term	salsepareille de la Nouvelle-Grenade		
term	Décoction de salsepareille composée		
term	Salsepareille d’Allemagne		
ref	Carex		
entry	Salseparine	0	
orth	Salseparine		
ref	Smilaone		
entry	Salsifis	0	
orth	Salsifis		
entry	Salsola	0	
orth	Salsola		
entry	Salsomaggiore	0	
orth	Salsomaggiore		
entry	Saltatoire	0	
orth	Saltatoire		
term	Chorée sallatoire		
ref	Chorée		
entry	Saltzbrunn	0	
orth	Saltzbrunn		
entry	Salubre	0	
orth	Salubre		
entry	Salubrité	0	
orth	Salubrité		
term	Salubrité publique		
entry	Salure	0	
orth	Salure		
ref	Eau		
entry	Salvan	0	
orth	Salvan		
term	Station de montagne		
entry	Salvatelle	0	
orth	Salvatelle		
entry	Salvator	0	
orth	Salvator		
term	Eau bicarbonatée calcique, lithinée, iodurée		
entry	Salzungen	0	
orth	Salzungen		
entry	Samaden	0	
orth	Samaden		
term	Station d’altitude		
entry	Sambucine	0	
orth	Sambucine		
entry	Samole	0	
orth	Samole		
entry	San-Adrian	0	
orth	San-Adrian		
entry	Sanatogène	0	
orth	Sanatogène		
entry	Sanatorium	1	
orth	Sanatorium		
term	Sanatorium pour phtisiques		
pb	1473	1483	
ref	Exercices		
entry	Sanchez	0	
orth	Sanchez		
term	Baume de Sanchez		
ref	Baume		
entry	Sandal	0	
orth	Sandal		
ref	Santal		
entry	Sandaraque	0	
orth	Sandaraque		
entry	Sanders	0	
orth	Sanders		
term	Signe de Heim et Sanders		
entry	Sang	2	
orth	Sang		
pb	1474	1484	
ref	Circulation		
ref	Hématie		
ref	Anémie		
ref	Leucémie		
ref	Leucocytose		
ref	Pléthore		
ref	Paludisme		
ref	Septicémie		
pb	1475	1485	
ref	Transfusion		
term	Flux de sang		
ref	Clarification		
term	Sang chaud		
term	Sang froid		
ref	Température		
term	Sang chyleux		
ref	Piarrhémie		
term	Sang cristallisé		
ref	Hémoglobine		
term	Sang laiteux		
ref	Chylurie		
term	Sang de rate		
ref	Charbon		
entry	Sang-dragon	0	
orth	Sang-dragon		
foreign	Drachenblut	deu	
foreign	dragon’s blood	eng	
foreign	sangue di dragone	ita	
foreign	sangre de drago	spa	
entry	San Giuliano	0	
orth	San Giuliano		
entry	Sanglant	0	
orth	Sanglant		
ref	Crachat		
entry	Sanglot	0	
orth	Sanglot		
entry	Sangsue	1	
orth	Sangsue		
ref	Hirldiniculture		
pb	1476	1486	
term	Sangsue		
term	Sangsue de cheval		
ref	Hæmopis		
entry	Sanguification	0	
orth	Sanguification		
entry	Sanguin	0	
orth	Sanguin		
term	Collection sanguine		
ref	Hématome		
term	Concrétion sanguine		
ref	Fibrineux		
term	Maladie sanguine		
term	Système sanguin		
ref	Vasculaire		
term	Vaisseaux sanguins		
entry	Sanguinaire	0	
orth	Sanguinaire		
entry	Sanguinarine	0	
orth	Sanguinarine		
entry	Sanguinolent	0	
orth	Sanguinolent		
entry	Sanguisorbe	0	
orth	Sanguisorbe		
ref	Pimprenelle		
entry	Sanicle	0	
orth	Sanicle		
entry	Sanie	0	
orth	Sanie		
entry	Sanieux	0	
orth	Sanieux		
entry	Sanitaire	0	
orth	Sanitaire		
ref	Cordon		
ref	Police		
ref	Régime		
entry	San Juan de Azcoitia	0	
orth	San Juan de Azcoitia		
entry	San Juan de Campos	0	
orth	San Juan de Campos		
entry	Sanoforme	1	
orth	Sanoforme		
term	éther méthylique diiodosar		
pb	1477	1487	
term	icylé		
entry	Sanone	0	
orth	Sanone		
entry	San Pedro do Sul	0	
orth	San Pedro do Sul		
entry	San Philippo	0	
orth	San Philippo		
entry	San Remo	0	
orth	San Remo		
term	Station d’hiver		
entry	Santa Anna	0	
orth	Santa Anna		
entry	Santal	0	
orth	Santal		
entry	Santalène	0	
orth	Santalène		
entry	Santenay	0	
orth	Santenay		
entry	Santène	0	
orth	Santène		
entry	Santé	0	
orth	Santé		
term	Maison de santé		
ref	Maison		
term	Santé		
ref	Quarantaine		
term	Loi sur la protection de la santé publique		
entry	Santoline	0	
orth	Santoline		
ref	Aurone		
entry	Santonine	0	
orth	Santonine		
term	Dragées vermifuges de santonine		
entry	Santoninique	0	
orth	Santoninique		
ref	Santonine		
entry	Santonique	0	
orth	Santonique		
ref	Santonine		
entry	Santonirétine	0	
orth	Santonirétine		
ref	Santonine		
entry	Santorin	0	
orth	Santorin		
term	Canal de Santorin		
ref	Pancréas		
term	Plexus de Santorin		
ref	Pubio-prostatique		
term	Tubercules de Santorin		
entry	Saoria	0	
orth	Saoria		
ref	Soaria		
entry	Sapa	0	
orth	Sapa		
entry	Sape	0	
orth	Sape		
term	Sape sphénoïdienne		
entry	Saphène	0	
orth	Saphène		
term	Saphène interne		
term	grande saphène		
term	Saphène externe		
term	petite saphène		
ref	Varice		
entry	Saphène	0	
orth	Saphène		
term	Nerf saphène externe		
ref	Sciatique		
term	Nerf saphène interne		
ref	Crural		
entry	Saphisme	0	
orth	Saphisme		
ref	Tribadisme		
entry	Sapide	0	
orth	Sapide		
entry	Sapidité	1	
orth	Sapidité		
pb	1478	1488	
ref	Sensation		
entry	Sapin	0	
orth	Sapin		
term	Sapin baumier		
term	sapin ou baumier du Canada		
term	Sapin commun		
term	avet		
term	sapin argenté commun		
term	vrai sapin		
ref	Epicéa		
ref	Térébenthine		
term	Bourgeons de sapin		
ref	Pin		
entry	Sapinette	0	
orth	Sapinette		
ref	Bière		
ref	Sapin		
entry	Sapodermine	0	
orth	Sapodermine		
entry	Sapogénine	0	
orth	Sapogénine		
entry	Sapolane	0	
orth	Sapolane		
entry	Saponacé	0	
orth	Saponacé		
entry	Saponaire	0	
orth	Saponaire		
term	Saponaire d’Orient		
entry	Saponal	0	
orth	Saponal		
entry	Saponé	0	
orth	Saponé		
entry	Saponifiable	0	
orth	Saponifiable		
entry	Saponification	0	
orth	Saponification		
entry	Saponine, Struthine	0	
orth	Saponine		
orth	Struthine		
ref	Coaltar		
entry	Saponique	0	
orth	Saponique		
term	Acide saponique		
ref	Sapogéxdœ		
entry	Saponule	0	
orth	Saponule		
entry	Saponulé	0	
orth	Saponulé		
foreign	saponulado	spa	
entry	Saponure	0	
orth	Saponure		
entry	Saporétine	0	
orth	Saporétine		
ref	Sapogénine		
entry	Saporifique	0	
orth	Saporifique		
term	saporificdl		
entry	Sapotillier	0	
orth	Sapotillier		
entry	Sappey	0	
orth	Sappey		
term	Nerf de Sappey		
ref	Mylo-hïoîdi		
entry	Saprémie	0	
orth	Saprémie		
entry	Saprogène	0	
orth	Saprogène		
entry	Saprophyte	1	
orth	Saprophyte		
pb	1479	1489	
entry	Sapropyre	0	
orth	Sapropyre		
entry	Saratogasprings	0	
orth	Saratogasprings		
entry	Sarcépiplocèle	0	
orth	Sarcépiplocèle		
entry	Sarcépiplomphale	0	
orth	Sarcépiplomphale		
entry	Sarceux	0	
orth	Sarceux		
term	Élément sarceux		
ref	Musculaire		
term	Tissu sarceux		
entry	Sarcidie	0	
orth	Sarcidie		
entry	Sarcine	0	
orth	Sarcine		
term	Sarcine		
entry	Sarcite	0	
orth	Sarcite		
entry	Sarcocèle	1	
orth	Sarcocèle		
term	Sarcocele cystique		
term	Sarcocèle égyptien		
ref	Éléphantiasis		
term	Sarcocèle encéphaloïde		
term	Sarcocèle		
pb	1480	1490	
term	Sarcocèle tuberculeux		
term	Sarcocèle		
entry	Sarcocolle	0	
orth	Sarcocolle		
entry	Sarcocollier	0	
orth	Sarcocollier		
entry	Sarcocolline	0	
orth	Sarcocolline		
entry	Sarcode	0	
orth	Sarcode		
entry	Sarcodique	0	
orth	Sarcodique		
entry	Sarco-épiplocèle	0	
orth	Sarco-épiplocèle		
entry	Sarco-épiplomphale	0	
orth	Sarco-épiplomphale		
entry	Sarco-hydrocèle	0	
orth	Sarco-hydrocèle		
entry	Sarcoïde	0	
orth	Sarcoïde		
term	Sarcoide cutané		
entry	Sarcolactique	0	
orth	Sarcolactique		
term	Acide sarcolactique		
entry	Sarcolemme	0	
orth	Sarcolemme		
ref	Myolemme		
entry	Sarcologie	1	
orth	Sarcologie		
pb	1481	1491	
entry	Sarcomateux	0	
orth	Sarcomateux		
entry	Sarcomatose	0	
orth	Sarcomatose		
entry	Sarcome	1	
orth	Sarcome		
term	Sarcome		
term	lypes		
pb	1482	1492	
entry	Sarcomphale	0	
orth	Sarcomphale		
entry	Sarcophage	0	
orth	Sarcophage		
entry	Sarcophage	0	
orth	Sarcophage		
entry	Sarcophagie	0	
orth	Sarcophagie		
entry	Sarcoplasma	0	
orth	Sarcoplasma		
entry	Sarcoplaste	0	
orth	Sarcoplaste		
entry	Sarcoplastique	0	
orth	Sarcoplastique		
entry	Sarcopte	1	
orth	Sarcopte		
term	Sarcopte		
term	Sarcopte de la gale		
term	Sarcopte		
pb	1483	1493	
ref	Gale		
entry	Sarcopyode	0	
orth	Sarcopyode		
entry	Sarcose	0	
orth	Sarcose		
entry	Sarcosine	0	
orth	Sarcosine		
entry	Sarcostose	0	
orth	Sarcostose		
entry	Sarcotique	0	
orth	Sarcotique		
entry	Sarcotripsie	0	
orth	Sarcotripsie		
entry	Sarcotripteur	0	
orth	Sarcotripteur		
entry	Sarcous element	0	
orth	Sarcous element		
ref	Musculaires		
entry	Sardine	0	
orth	Sardine		
entry	Sardonie	0	
orth	Sardonie		
entry	Sardonique	0	
orth	Sardonique		
ref	Rire		
entry	Sarracénie	0	
orth	Sarracénie		
entry	Sarracénine	0	
orth	Sarracénine		
term	Sulfate de sarracénine		
entry	Sarrasin	0	
orth	Sarrasin		
ref	Renouée		
entry	Sarrèce, Sarréte	0	
orth	Sarrèce		
orth	Sarréte		
entry	Sarriette	0	
orth	Sarriette		
