object			
volume	37020d	Littré-Robin (1865-1873)	1873
orth	Trouble		
foreign	Störung	deu	
foreign	trouble	eng	
foreign	turbacion	spa	
term	Trouble fonctionnel		
ref	Fonctionnel		
term	Trouble		
ref	Clair		
entry	Trousse	0	
orth	Trousse		
foreign	armamentarium poriatile	lat	
foreign	Besteck	deu	
foreign	truss	eng	
foreign	navajero	spa	
ref	Boîte		
entry	Trousseau	0	
orth	Trousseau		
foreign	fasciculus	lat	
entry	Trousse-galant	0	
orth	Trousse-galant		
entry	Trousse-pied	0	
orth	Trousse-pied		
entry	Trousser	0	
orth	Trousser		
ref	Éparvin		
entry	Truffe	0	
orth	Truffe		
foreign	Tuber cibarium (L.)	lat	
foreign	Trüffel	deu	
foreign	truffle	eng	
foreign	tartufo nero	ita	
foreign	tubero	ita	
foreign	criadilla de tierra	spa	
ref	Champignon		
term	Truffe diem		
ref	Macre		
entry	Truie	0	
orth	Truie		
foreign	scrofa	lat	
foreign	porca	lat	
foreign	Sau	deu	
foreign	sow	eng	
foreign	scrofa	ita	
foreign	troja	ita	
foreign	porca	ita	
foreign	puerca	spa	
ref	Porc		
entry	Truite	0	
orth	Truite		
foreign	Salmo fario (L.)	lat	
foreign	tructus	lat	
foreign	Forelle	deu	
foreign	trout	eng	
foreign	trota	ita	
foreign	trucha	spa	
foreign	τρώκτης	grc	
ref	Fera		
ref	Ombre		
entry	Trumis	0	
orth	Trumis		
ref	Koumis		
entry	Tsao-ken	0	
orth	Tsao-ken		
entry	Tsetsé	0	
orth	Tsetsé		
foreign	Glossina morsitans	lat	
entry	Tuainssu	0	
orth	Tuainssu		
ref	Marinheiro		
entry	Tubage	1	
orth	Tubage		
term	Tubage du larynx		
pb	1599	1613	
entry	Tubaire	0	
orth	Tubaire		
foreign	tubare	ita	
foreign	tubario	spa	
term	Angles tubaires		
ref	Utérus		
term	Grossesse tubaire		
term	Souffle tubaire		
ref	Souffle		
term	Voix tubaire		
ref	Voix		
entry	Tube	0	
orth	Tube		
foreign	tubus	lat	
foreign	Röhre	deu	
foreign	Rohr	deu	
foreign	tube	eng	
foreign	tubo	ita	
foreign	tubo	spa	
foreign	σύριγξ	grc	
term	Tube du cristallin		
ref	Cristalunien		
term	Tube germinal		
ref	Scolex		
term	Tube ou conduit intestinal		
ref	Intestin		
term	Tube nerveux		
ref	Nerveux		
ref	Bandelette		
term	Tube plasmatique		
ref	Plasmatique		
term	Tube urinifère ou urinipare		
ref	Urinipare		
ref	Rein		
ref	Insufflation		
term	Tube à combustion		
ref	Combustion		
term	Tubes de sûreté		
term	Tubes en S		
term	Tubes de Welter		
ref	Cornet		
term	Tube capillaire		
ref	Gapillaire		
ref	Capillarité		
term	Tube électrique		
ref	Foudre		
ref	Phosphorescence		
ref	Phosphoroscope		
term	Tube de Geissler		
ref	Phosphoroscope		
entry	Tubéracés	0	
orth	Tubéracés		
ref	Truffe		
entry	Tuber cinereum	0	
orth	Tuber cinereum		
ref	Pituitaire		
entry	Tubercule	1	
orth	Tubercule		
foreign	tuber culum	lat	
foreign	AH. Höcker	lat	
foreign	tubercule	eng	
foreign	tubercolo	ita	
foreign	tuberculo	spa	
ref	Tubérosité		
term	Tubercule anatomique		
ref	Anatomiste		
term	Tubercule d’Aranzi ou d’Arantius		
term	Tubercule bigéminé^ X		
ref	Quadrijumeau		
term	Tubercule carotidien		
term	Tubercule cendré		
ref	Pituitaire		
term	Tubercule cunéiforme		
ref	Cunéiforme		
term	Tubercule de Lower		
term	Tubercules mamillaires		
ref	Mamillaire		
term	Tubercule de Montgomer		
ref	Peau		
ref	Sébacé		
term	Tubercule de la première côte		
ref	Sous-claviêbe		
term	Tubercules quadrijumeaux		
ref	Quadrijumeau		
term	Tubercule de Santorini		
pb	1600	1614	
ref	Granulation		
ref	Phthisie		
ref	Phthisie		
ref	Transformation		
ref	Substitution		
ref	Phymatoïde		
ref	Pus		
term	Tubercule crétacé		
term	Tubercules herpétiques		
ref	Syphilis		
term	Tubercules mésentériques		
ref	Cabbeau		
term	Tubercules miliaires		
ref	Tubebcule		
ref	Granulation		
term	Tubercule muqueux		
ref	Syphilis		
entry	Tuberculé	0	
orth	Tuberculé		
foreign	höckerig	deu	
foreign	tuberculate	eng	
entry	Tuberculeux	1	
orth	Tuberculeux		
foreign	tuberculos	deu	
foreign	tuberculous	eng	
foreign	tuberculoso	spa	
pb	1601	1615	
term	Matière tuberculeuse		
term	Méningite tuberculeuse		
ref	Méningite		
term	Péritonite tuberculeuse		
ref	Péritonite		
term	Phthisie tuberculeuse		
ref	Phthisie		
term	Sarcocèle tuberculeux		
ref	Sarcocèle		
term	Tissu tuberculeux		
ref	Tubercule		
entry	Tuberculiforme	0	
orth	Tuberculiforme		
entry	Tuberculisation, Tuberculose	0	
orth	Tuberculisation		
orth	Tuberculose		
foreign	Tuberkelbildung	deu	
foreign	tuberculisation	eng	
foreign	tuberculisazione	ita	
foreign	tuberculisacion	spa	
entry	Tuberculiser	0	
orth	Tuberculiser		
term	Se tuberculiser		
entry	Tubéreux	0	
orth	Tubéreux		
foreign	tuberosus	lat	
foreign	knollig	deu	
foreign	tuberous	eng	
foreign	tuberoso	ita	
foreign	tuberoso	spa	
entry	Tuber-ischio-trochantérien	0	
orth	Tuber-ischio-trochantérien		
ref	Carré		
entry	Tubérosité	0	
orth	Tubérosité		
foreign	tuher	lat	
foreign	tuberculum	lat	
foreign	Knollen	deu	
foreign	tuberosity	eng	
foreign	tuberosità	ita	
foreign	tuberosidad	spa	
term	Tubérosité des côtes		
ref	Côte		
term	Tubérosités de l’estomac		
term	Tubérosité palatine		
ref	Palatine		
term	Tubérosité sciatique		
ref	Sciatique		
entry	Tubo-ovarien	0	
orth	Tubo-ovarien		
term	Grossesse tubo-ovarienne		
ref	Ovario-tubaire		
term	Kystes tubo-ovariens		
ref	Corps		
entry	Tubo-ovarioue	0	
orth	Tubo-ovarioue		
ref	Tubo-ovarien		
entry	Tubo-utérin	0	
orth	Tubo-utérin		
term	Grossesse tubo-utérine		
entry	Tubulaire	0	
orth	Tubulaire		
ref	Médullaire		
entry	Tubulé	0	
orth	Tubulé		
foreign	röhricht	deu	
foreign	tubulated	eng	
foreign	tubulato	ita	
foreign	tubulado	spa	
entry	Tubuleux	0	
orth	Tubuleux		
foreign	röhrig	deu	
foreign	tabulons	eng	
foreign	tubuloso	spa	
term	Substance tubuleuse		
ref	Rein		
entry	Tubulure	0	
orth	Tubulure		
foreign	Tabulatur	deu	
foreign	tubulating	eng	
foreign	tubulura	spa	
entry	Tue-chien	0	
orth	Tue-chien		
ref	Colchique		
entry	Tue-loup	0	
orth	Tue-loup		
ref	Aconit		
entry	Tulipier	0	
orth	Tulipier		
foreign	Litiodendrum tulipifera (L.)	lat	
foreign	Tulpenbaum	deu	
foreign	tulip-tree	eng	
foreign	tulipero	spa	
entry	Tuméfaction	0	
orth	Tuméfaction		
foreign	Aufschwellung	deu	
foreign	tuméfaction	eng	
foreign	swelling	eng	
foreign	tumefazione	ita	
foreign	tumefaccion	spa	
entry	Tumescence	0	
orth	Tumescence		
ref	Intumescence		
entry	Tumescent	0	
orth	Tumescent		
entry	Tumeur	4	
orth	Tumeur		
foreign	tumor	lat	
foreign		grc	
foreign	Geschwulst	deu	
foreign	tumour	eng	
foreign	swelling	eng	
foreign	tumore	ita	
foreign	tumor	spa	
foreign	ὄγκος	grc	
foreign	φῦμα	grc	
ref	Élément		
ref	Hvpergenèse		
pb	1602	1616	
ref	Hétéradénique		
ref	Envahissement		
ref	Érosion		
ref	Tubercule		
ref	Malauie		
ref	Genre		
ref	Constituant		
ref	Colloïde		
ref	Fibreux		
ref	Chalazion		
ref	Cytoblastion		
ref	Gomme		
ref	Tubercule		
ref	Yavvs		
ref	Épulie		
ref	Nævus		
ref	Cholesteatome		
ref	Lipome		
ref	Exdebmoptosjs		
ref	Sébacé		
ref	Colloïde		
ref	Cancer		
ref	Sarcocèle		
ref	Vasculaire		
ref	Hétérotopie		
ref	Genre		
ref	Papillifobme		
ref	Ulcéré		
ref	Verrue		
ref	Mélanose		
ref	Môle		
ref	Acéphalocyste		
ref	Coenure		
ref	Cysticerque		
ref	Filaire		
ref	Hydatide		
ref	Genre		
pb	1603	1617	
ref	Texture		
ref	Céphalématome		
ref	Hématocèle		
ref	Hématome		
ref	Fibrineux		
ref	Emphysème		
ref	Pneumatose		
ref	Genre		
ref	Glande		
ref	Kyste		
ref	Loupe		
ref	Mélicébis		
ref	Sébacé		
ref	Tanne		
ref	Ovaibe		
ref	Parenchyme		
ref	Poumon		
ref	Rein		
ref	Testicule		
ref	Bourse		
ref	Ganglion		
ref	Bourse		
ref	Abcès		
ref	Anthrax		
ref	Furoncule		
term	Structure des tumeurs		
ref	Texture		
ref	Élément		
pb	1604	1618	
ref	Phymatoïde		
ref	Ulcéré		
term	Tumeur anévrysmale		
ref	Anévrysme		
term	Tumeur bénigne		
ref	Bénin		
term	Tumeur blanche		
term	Tumeurs cystoïdes		
ref	Cystoïde		
term	Tumeur dentaire		
ref	Odontûme		
term	Tumeurs épidermiques ou épithéliales		
ref	Épithélioma		
ref	Papilloma		
ref	Ulcère		
term	Tumeurs érectiles		
ref	Vasculaire		
term	Tumeur fibreuse		
ref	Fibreux		
term	Tumeur fibrineuse		
ref	Fjbrineux		
term	Tumeur fibro-cystique		
ref	Fibro-cystique		
term	Tumeur fibrdide		
ref	Fibroïde		
term	Tumeurs fongueuses sanguines		
ref	Vasculaire		
term	Tumeur des ganglions lymphatiques		
ref	Ganglioma		
term	Tumeurs glandulaires hypertrophiques		
ref	Glandulaire		
term	Tumeur gommeuse		
ref	Gommeux		
term	Tumeur hydatiforme		
ref	Hydatiforme		
term	Tumeur lacrymale		
ref	Acrymau		
term	Tumeur maligne		
ref	Malin		
term	Tumeur papillaire o\i papilli forme		
ref	Papilloma		
term	Tumeurs pulsatiles des os		
ref	Pulsatile		
term	Tumeur réductible leineuse		
ref	Veineux		
term	Tumeur salivaire		
ref	Grenuuillette		
ref	Glandulaire		
pb	1605	1619	
term	Tumeurs sanguines de la vulve		
ref	Thrombus		
term	Tumeur sébacée		
ref	Atherome		
ref	Glandulaire		
ref	Loupe		
ref	Tanne		
term	Tumeur séro-sanguine		
ref	Séro-sanguin		
term	Tumeur tubuleuse		
ref	Siphokoma		
term	Tumeurs ulcérées		
ref	Ulcéré		
term	Tumeurs urineuses		
ref	Urineux		
term	Tumeur variqueuse		
ref	Varice		
term	Tumeurs vasculaires		
ref	Vasculaire		
term	Tumeur verruqueuse des cicatrices		
ref	Chéloïde		
entry	Tumide	0	
orth	Tumide		
foreign	tumidus	lat	
foreign	aufgetrieben	deu	
foreign	tumid	eng	
foreign	swelled	eng	
foreign	tnmido	ita	
foreign	gonfiato	ita	
entry	Tungstate	0	
orth	Tungstate		
foreign	tungstas	lat	
foreign	scheelsaures Salz	deu	
foreign	tungstate	eng	
foreign	tunstato	ita	
foreign	tunstato	spa	
entry	Tungstène	0	
orth	Tungstène		
foreign	scheelium	lat	
foreign	Tungsteinmetall	deu	
foreign	Wolframmetall	deu	
foreign	Scheel	deu	
foreign	tungsten	eng	
foreign	tunsteno	ita	
foreign	tunsteno	spa	
entry	Tungstique	0	
orth	Tungstique		
foreign	Tungsteinsäure	deu	
foreign	tungstic acid	eng	
foreign	acido tunstico	ita	
foreign	acido tunstico	spa	
entry	Tungstosilicique	0	
orth	Tungstosilicique		
term	Acide tungstosilicique		
entry	Tunicier	0	
orth	Tunicier		
ref	Gékération		
ref	Tunicike		
entry	Tunicine	0	
orth	Tunicine		
foreign	cellulose animale	lat	
ref	Amyloïde		
ref	Glycosiue		
ref	Substance		
entry	Tunique	0	
orth	Tunique		
foreign	tunica	lat	
foreign	Hülle	deu	
foreign	tunic	eng	
foreign	coat	eng	
foreign	tonica	ita	
foreign	tunica	spa	
foreign	χιτῶν	grc	
term	Bulbe à -tunique		
ref	Bulbe		
term	Tunique albuginée		
ref	Albuginé		
ref	Artère		
term	Tunique érythroïde		
ref	Érythroïde		
term	Tunique innommée		
term	Tunique vaginale		
ref	Élythroïde		
entry	Tuniqué	0	
orth	Tuniqué		
foreign	tunicatus	lat	
foreign	behautet	deu	
foreign	tunicated	eng	
foreign	tonicato	ita	
foreign	tunicado	spa	
entry	Tunnermann	0	
orth	Tunnermann		
term	Collyre de Tunnermann		
ref	Collyre		
entry	Turbellaire, Turbellarié	0	
orth	Turbellaire		
orth	Turbellarié		
ref	Helminthe		
entry	Turbiné	0	
orth	Turbiné		
foreign	turbinatus	lat	
foreign	kreiselformig	deu	
foreign	turbinate	eng	
foreign	turbinato	ita	
foreign	turbinado	spa	
term	Coquille turbinée		
ref	Coquille		
entry	Turbith	0	
orth	Turbith		
foreign	Convolvulus turpethum	lat	
foreign	Turpithwinde	deu	
foreign	turbith	eng	
foreign	turbeth	eng	
foreign	turbito	ita	
foreign	turhit	spa	
term	Turbith fiux ou des anciens		
entry	Turbith	0	
orth	Turbith		
term	Turbith ammoniacal		
ref	Sulfate		
term	Turbith minéral		
ref	Sulfate		
term	Turbith nitreux		
ref	Azotate		
entry	Turbot	0	
orth	Turbot		
foreign	Pleuronectes rhombus	lat	
foreign	Meer butte	deu	
foreign	turbot	eng	
foreign	rombo	ita	
foreign	rodaballo	spa	
entry	Turcique	0	
orth	Turcique		
foreign	turcicus	lat	
foreign	Türkensattel	deu	
foreign	sella turcica	ita	
foreign	silla turco	spa	
entry	Turfol	0	
orth	Turfol		
foreign	Torfol	deu	
foreign	turfoil	eng	
entry	Turgescence	0	
orth	Turgescence		
foreign	Turgescenz	deu	
foreign	Vollsaftigkeit	deu	
foreign	turgescence	eng	
foreign	turgescenza	ita	
foreign	turgescenda	spa	
ref	Engobgement		
entry	Turgescent	0	
orth	Turgescent		
entry	Turgide	0	
orth	Turgide		
foreign	turgidus	lat	
foreign	turgid	deu	
foreign	strotzend	deu	
foreign	turgid	eng	
foreign	turgido	spa	
entry	Turiobulbe	0	
orth	Turiobulbe		
ref	Tubercule		
entry	Turion	0	
orth	Turion		
foreign	turio	lat	
foreign	Stockknospe	deu	
foreign	Schoss	deu	
foreign	turwn	eng	
foreign	turione	ita	
entry	Turneps	0	
orth	Turneps		
ref	Rave		
entry	Turquette	0	
orth	Turquette		
ref	Herniole		
pb	1606	1620	
entry	Tussiculation	0	
orth	Tussiculation		
foreign	Hüsteln	deu	
entry	Tussilage	0	
orth	Tussilage		
foreign	tussilago	lat	
foreign	Huflattich	deu	
foreign	colt’s foot	eng	
foreign	tussillaggine	ita	
foreign	tusilago	spa	
entry	Tuthie	0	
orth	Tuthie		
foreign	tuthia	lat	
foreign	grauer Ofenbruch	deu	
foreign	tuttg	eng	
foreign	tuzia	ita	
foreign	tucia	spa	
term	Onguent de tuthie		
term	Pommade de tuthie		
entry	Tyloma	0	
orth	Tyloma		
foreign	Schwiele	deu	
foreign	callus	eng	
foreign	callosità	ita	
foreign	callosidad	spa	
ref	Pachyblépharose		
ref	Blépharite		
entry	Tylose, Tylosis	0	
orth	Tylose		
orth	Tylosis		
foreign	Leichdorn	deu	
foreign	corn	eng	
foreign	callo	ita	
foreign	callo	spa	
ref	Blépharite		
entry	Tympan	0	
orth	Tympan		
foreign	tympanum	lat	
foreign	Trommelfell	deu	
foreign	tympanum	eng	
foreign	drum	eng	
foreign	timpano	ita	
foreign	timpano	spa	
term	Caisse ou cavité du tympan		
term	Cadre du tympan		
ref	Tympanal		
term	Corde du tympan		
ref	Corde		
ref	Facial		
term	Membrane du tympan		
ref	Oreille		
entry	Tympanal	0	
orth	Tympanal		
foreign	tympanal	deu	
foreign	tympanal	eng	
foreign	timpanale	ita	
foreign	timpanal	spa	
ref	Cartilage		
entry	Tympanico-lingual	0	
orth	Tympanico-lingual		
ref	Otique		
entry	Tympanique	0	
orth	Tympanique		
foreign	tympanicus	lat	
foreign	tympanic	eng	
foreign	tympanico	ita	
foreign	tympanico	spa	
term	Artère tympanique		
term	Cadre, cercle ou os tympanique		
ref	Tympanal		
term	Rameau tympanique du nerf facial		
ref	Corde		
ref	Sonorité		
entry	Tympanique	0	
orth	Tympanique		
ref	Tympanal		
entry	Tympanisme	0	
orth	Tympanisme		
entry	Tympanite	0	
orth	Tympanite		
foreign	tympanitis	lat	
foreign	Trommelsucht	deu	
foreign	Windsucht	deu	
foreign	tympany	eng	
foreign	timpanite	ita	
foreign	timpanitis	spa	
ref	Occlusion		
ref	Pneumatose		
term	Tympanite péritonéale		
ref	Pneumatose		
ref	Ponchos		
entry	Type	3	
orth	Type		
foreign	typus	lat	
foreign	Grundform	deu	
foreign	type	eng	
foreign	tipo	ita	
foreign	tipo	spa	
term	Type ancestral		
pb	1607	1621	
term	Type chimique		
term	Type cristallin		
ref	Type		
ref	Type		
pb	1608	1622	
ref	Type		
ref	Kk		
ref	Type		
ref	Type		
pb	1609	1623	
ref	Type		
term	Type spécifique		
ref	Espèce		
ref	Limite		
ref	Transformation		
term	Type squelettique ou vertébral		
ref	Vertèbre		
term	Type quotidien		
ref	Quotidien		
entry	Typha	0	
orth	Typha		
entry	Typhacées	0	
orth	Typhacées		
foreign	typhaceæ	lat	
foreign	Wasserkolbengewächse	deu	
foreign	typha	eng	
foreign	cat’stails	eng	
foreign	tifaceas	spa	
entry	Typhique	1	
orth	Typhique		
foreign	typhisch	deu	
foreign	typhic	eng	
foreign	tifico	spa	
term	Matière typhique		
pb	1610	1624	
entry	Typhlite, Typhloentérite	0	
orth	Typhlite		
orth	Typhloentérite		
foreign	typhlitis	lat	
foreign	Blinddarmentzündung	deu	
foreign	typhlitis	eng	
foreign	tiflitide	ita	
foreign	tiflitis	spa	
ref	Phlegmon		
entry	Typhlo-diclidite	0	
orth	Typhlo-diclidite		
foreign	typhlo-dicliditis	lat	
entry	Typhlographe	0	
orth	Typhlographe		
foreign	Typhlograph	deu	
foreign	typhlograph	eng	
foreign	tiflografo	ita	
foreign	tiflografo	spa	
entry	Typhlose	0	
orth	Typhlose		
entry	Typhode	0	
orth	Typhode		
ref	Typhique		
ref	Typhoïde		
entry	Typhoémie	0	
orth	Typhoémie		
foreign	Typhæmie	deu	
foreign	tifoemia	spa	
entry	Typhoïde	0	
orth	Typhoïde		
foreign	typhoides	lat	
foreign	typhusartig	deu	
foreign	typhoid	eng	
foreign	tifoide	ita	
foreign	tifode	ita	
foreign	tifoideo	spa	
term	Affections typhoïdes		
ref	Dothiénenthérie		
ref	Putbide		
term	Diathèse typhoïde du cheval		
ref	Leptothrix		
term	Ictère typhoïde		
ref	Ictère		
term	Métrite typhoïde		
ref	Péritonite		
ref	Puerpérale		
entry	Typhoïque	0	
orth	Typhoïque		
entry	Typhomanie	0	
orth	Typhomanie		
foreign	typhomania	lat	
foreign	Typhusdeliriunt	deu	
foreign	typhomania	eng	
foreign	tifomania	ita	
foreign	tifomania	spa	
foreign	τυφομανία	grc	
entry	Typhus	2	
orth	Typhus		
foreign	Typhus	deu	
foreign	Fleckfieber	deu	
foreign	Petechialfieber	deu	
foreign	typhus	eng	
foreign	tifo	ita	
foreign	tifo	spa	
pb	1611	1625	
ref	Typhique		
ref	Maladie		
term	Typhus abdominal		
term	Typhus abortif		
term	Typhus amaril d’Amérique		
ref	Fièvre		
term	Typhus des bêtes bovines		
term	Typhus charbonneux		
ref	Fièvre		
term	Typhus charbonneux du porc		
ref	Rougeole		
term	Typhus cérébral convulsif		
ref	Chorée		
term	Typhus cholériforme		
ref	Typhus		
term	Typhus contagieux		
pb	1612	1626	
term	Typhus ictérode		
ref	Fièvre		
ref	Ictérode		
term	Typhus des membres		
ref	Méuullite		
term	Typhus d’Orient		
ref	Peste		
term	Typhus des tropiques		
ref	Fièvre		
term	Typhus vénérien des solipèdes		
ref	Mal		
entry	Tyrine	0	
orth	Tyrine		
ref	Caséine		
entry	Tyroglyphe	0	
orth	Tyroglyphe		
foreign	tyroglyphus	lat	
entry	Tyrosine	0	
orth	Tyrosine		
foreign	Tyrosin	deu	
foreign	tyrosine	eng	
foreign	tirosina	ita	
foreign	tirosina	spa	
pb	1613	1627	
entry	Udomètre	0	
orth	Udomètre		
ref	Pluviomètre		
entry	Ulcébatif	0	
orth	Ulcébatif		
ref	Nutrition		
ref	Ulcère		
term	Inflammation ulcérative		
ref	Nutrition		
ref	Production		
entry	Ulcération	0	
orth	Ulcération		
foreign	ulceratio	lat	
foreign		grc	
foreign	Schwären	deu	
foreign	Verschwärung	deu	
foreign	ulcération	eng	
foreign	ulcerazione	ita	
foreign	ulceracion	spa	
foreign	ἕλκωσις	grc	
ref	Nutrition		
ref	Liquéfaction		
ref	Anévrysme		
ref	Papilloma		
term	Ulcération chane reuse		
entry	Ulcère	3	
orth	Ulcère		
foreign	ulcus	lat	
foreign	Geschwür	deu	
foreign	ulcer	eng	
foreign	sare	eng	
foreign	ulcero	ita	
foreign	ulcero	ita	
foreign	ulcera	spa	
term	Ulcère annamite ou de Cochinchine		
term	Ulcère des arbres		
ref	Chancre		
ref	Phytopathologie		
term	Ulcère atonique		
ref	Atonique		
term	Ulcère de la baie		
term	Ulcère cancéreux		
ref	Ulcère		
term	Ulcère chironien		
ref	Chironien		
term	Uicère contagieux de Mozambique ou pianiforme		
pb	1614	1628	
term	Ulcère diphihêritique		
ref	Gangrène		
term	Ulcères épidermiques ou épithéliaux		
ref	Ou		
ref	Lupus		
ref	Noli		
ref	Papilloma		
term	Ulcère fistuleux		
ref	Fistuleux		
term	Ulcère de Ghé-Ham, de la Guyanne, de Kenieha		
term	ulcère de Mozambique non contagieux		
term	ulcère de la Nouvelle-Calédonie		
term	Siège		
term	Symptômes locaux et marche		
term	Ulcère malin		
term	Ulcères œno-phagédéniques		
term	Ulcère d’Orient		
pb	1615	1629	
term	Ulcère papillaire ou papilliforme		
ref	Papilloma		
term	Ulcère Phagédênique		
ref	Phagédénique		
term	Ulcère pianiforme		
ref	Pian		
term	Ulcère Pointillé		
ref	Kératite		
term	Ulcère de Saigon		
term	Ulcère sénile du col utérin		
term	Ulcère simple de l’estomac		
term	Ulcère syriaque		
term	Ulcères de l’utérus		
ref	Ulcère		
pb	1616	1630	
term	Ulcères variqueux		
ref	Plomb		
term	Ulcère de l’Yemen		
ref	Ulcèbe		
entry	Ulcéré	0	
orth	Ulcéré		
foreign	ulceratus	lat	
foreign	ulcerirt	deu	
foreign	geeitert	deu	
foreign	verschwürt	deu	
foreign	ulcerated	eng	
foreign	ulcerato	ita	
foreign	ulcerado	spa	
foreign	ἑλκωθεὶς	grc	
term	Tumeurs ulcérées		
ref	Ulcère		
ref	Papilloma		
entry	Ulcéreux	0	
orth	Ulcéreux		
foreign	ulcerosus	lat	
foreign	eiterig	deu	
foreign	schwärend	deu	
foreign	ulcerous	eng	
foreign	ulceroso	ita	
foreign	ulceroso	spa	
foreign	ἑλκώδης	grc	
term	Laryngite ulcéreuse		
ref	Laryngite		
term	Phthisie ulcéreuse		
ref	Phthisie		
entry	Ulcéroïde	0	
orth	Ulcéroïde		
entry	Uliginaire	0	
orth	Uliginaire		
foreign	uliyinadus	lat	
foreign	Sumpfpflanzen	deu	
foreign	uliginavous	eng	
foreign	uliginare	ita	
foreign	uliginario	spa	
entry	Uligineux	0	
orth	Uligineux		
foreign	uliginosus	lat	
foreign	sumpfig	deu	
foreign	uliginous	eng	
foreign	slimy	eng	
foreign	uliginoso	ita	
foreign	uliginoso	spa	
ref	Effluve		
ref	Miasme		
entry	Ulite	0	
orth	Ulite		
foreign	ulitis	lat	
foreign	Zahnfleischentzündung	deu	
foreign	ulitis	eng	
foreign	ulite	ita	
foreign	ulitis	spa	
ref	Stomatite		
entry	Ulluque	0	
orth	Ulluque		
foreign	Ullucus tuberosus	lat	
foreign	ulluco	spa	
foreign	olloco	spa	
foreign	melloco	spa	
entry	Ulmacées	0	
orth	Ulmacées		
ref	Orme		
entry	Ulmaire	0	
orth	Ulmaire		
ref	Reine		
entry	Ulmarine, Ulmarique	0	
orth	Ulmarine		
orth	Ulmarique		
entry	Ulmate	0	
orth	Ulmate		
foreign	Ulmat	deu	
foreign	ulmate	eng	
foreign	ulmato	ita	
foreign	ulmato	spa	
entry	Ulmine	0	
orth	Ulmine		
foreign	ulmine	eng	
foreign	ulmino	ita	
foreign	ulmino	spa	
ref	Substance		
entry	Ulmique	0	
orth	Ulmique		
term	Acide ulmique		
ref	Substance		
ref	Ulmine		
entry	Ulnaire	0	
orth	Ulnaire		
foreign	ulnaris	lat	
foreign	ulnar	eng	
foreign	ulnare	ita	
foreign	ulnar	spa	
entry	Uloncie	1	
orth	Uloncie		
foreign	Zahnflezsdhgesdhwulst	deu	
foreign	uloncia	eng	
foreign	uloncy	eng	
foreign	ulonzia	ita	
foreign	uloncia	spa	
pb	1617	1631	
ref	Parulie		
entry	Ulorrhagie	0	
orth	Ulorrhagie		
foreign	ulorrhagia	lat	
foreign	Zahnfleischblutung	deu	
foreign	ulorrhage	eng	
foreign	ulorragia	ita	
foreign	ulorragia	spa	
entry	Ulotriques	0	
orth	Ulotriques		
foreign	krausharig	deu	
foreign	curly	eng	
foreign	οὐλόθριξ	grc	
ref	Liotriques		
entry	Ultime	0	
orth	Ultime		
foreign	ultimus	lat	
foreign	ἔσχατος	grc	
entry	Ultimum moriens	0	
orth	Ultimum moriens		
entry	Ultra-violet	0	
orth	Ultra-violet		
term	Rayons ultra-violets		
entry	Ulve	0	
orth	Ulve		
foreign	Ulva	lat	
entry	Unciforme	0	
orth	Unciforme		
foreign	unciformis	lat	
foreign	hakenförmig	deu	
foreign	unciform	eng	
foreign	untiforme	ita	
foreign	untiforme	spa	
ref	Vermiculaire		
term	Apophyse unciforme		
term	Os unciforme		
ref	Crochu		
entry	Unginé	0	
orth	Unginé		
foreign	uncinatus	lat	
foreign	hakicht	deu	
foreign	uncinate	eng	
foreign	uncinato	ita	
foreign	uncinado	spa	
entry	Unguéal	0	
orth	Unguéal		
foreign	ungual	eng	
foreign	ungueale	ita	
foreign	ungual	spa	
term	Matrice unguéale		
ref	Corsé		
ref	Lunule		
entry	Unguéo-cornéal	0	
orth	Unguéo-cornéal		
term	Tissu unguéo-cornéal		
ref	Kératinien		
entry	Unguifèbe	0	
orth	Unguifèbe		
foreign	nageltragend	deu	
foreign	unguiferous	eng	
foreign	ungui fera	ita	
foreign	ungui fera	spa	
entry	Unguineux	0	
orth	Unguineux		
term	Capsules unguineuses		
entry	Unguinocèle	0	
orth	Unguinocèle		
entry	Unguis	0	
orth	Unguis		
foreign	Hagelbein	deu	
foreign	unguis	eng	
foreign	unguis	ita	
foreign	unguis	spa	
entry	Unicellulaire	0	
orth	Unicellulaire		
foreign	unicellulär	deu	
foreign	einzellig	deu	
foreign	unicellidar	eng	
foreign	unicellulare	ita	
foreign	unicelular	spa	
ref	Infusoire		
ref	Rhizopode		
entry	Unicisme	0	
orth	Unicisme		
foreign	Unicismus	deu	
foreign	unicism	eng	
foreign	unicismo	ita	
foreign	unicismo	spa	
term	Doctrine de Tunicisme		
ref	Chancroïde		
entry	Uniciste	0	
orth	Uniciste		
entry	Unicité	0	
orth	Unicité		
ref	Dualité		
ref	Syphilis		
entry	Unicorne	0	
orth	Unicorne		
ref	Utérus		
entry	Unicuspidé	0	
orth	Unicuspidé		
entry	Uniflobe	0	
orth	Uniflobe		
foreign	uniflorus	lat	
foreign	einblumig	deu	
foreign	uniflorous	eng	
foreign	unifloro	ita	
foreign	unifloro	spa	
term	Inflorescence uni flore		
ref	Inflorescence		
entry	Unifolié	0	
orth	Unifolié		
foreign	unifoliatus	lat	
foreign	einblättrig	deu	
foreign	uni foliate	eng	
foreign	unifogliato	ita	
foreign	unifoliado	spa	
entry	Unijugué	0	
orth	Unijugué		
ref	Conjugué		
entry	Unilabié	0	
orth	Unilabié		
